"","LeagueIndex","Age","HoursPerWeek","TotalHours","APM","UniqueHotkeys","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","UniqueUnitsMade"
"1331",5,24,6,300,101.7954,3,0.003125,46.3784,63.4409,5.0645,6
"1332",3,23,10,300,97.0914,4,0.0037352419,55.2,61.1049,4.2308,6
"1333",3,19,20,1000,90.9798,2,0.0032351266,29.6709,51.195,5.3145,3
"1334",4,25,10,600,98.2818,5,0.0041689939,35.5588,52.6794,3.8971,8
"1335",5,22,6,160,134.571,4,0.0048714638,28.5921,49.506,4.4849,7
"1336",6,22,28,1000,87.8814,3,0.0018677756,43.4667,67.5094,8.3868,7
"1337",4,27,12,450,120.432,6,0.0035542886,24.8753,59.7259,5.0279,9
"1338",4,22,6,500,126.3222,3,0.0034819639,30.2319,62.6187,6.295,5
"1339",4,25,8,100,105.6042,3,0.0025159041,49.4624,66.4714,6.5857,6
"1340",6,16,12,800,110.1918,6,0.0032045392,25.5108,53.4767,5.7025,9
"1341",6,18,28,700,142.3296,5,0.0030655391,41.8889,62.869,5.4138,5
"1342",5,25,16,600,84.1908,4,0.0036432013,53.9512,53.3548,3.4516,4
"1343",5,31,4,750,205.3416,5,0.0044066607,21.5078,39.8319,7.1394,8
"1344",5,28,16,800,114.1854,2,0.0028742712,28.5755,55.6286,6.4571,7
"1345",4,22,10,750,82.5918,5,0.0031934307,44.313,63.7403,3.8312,4
"1346",3,27,20,700,52.869,3,0.0023034118,38.48,91.2871,4.2574,7
"1347",6,24,42,1200,186.7284,8,0.0038727902,23.2756,47.4196,7.0902,7
"1348",2,24,2,20,45.4902,5,0.0027012241,82.5651,95.2152,2.5222,6
"1349",5,19,16,700,90.8406,3,0.0027143037,49.5673,61.5116,5.8023,6
"1350",5,20,10,1000,130.764,8,0.0042653158,18.3951,51.1385,4.5815,9
"1351",1,26,12,336,64.0734,5,0.00373826,41.2486,58.5014,3.168,8
"1352",4,16,4,50,93.8622,5,0.0033862284,38.4538,66.4937,4.3975,7
"1353",4,25,2,400,82.203,4,0.0026557565,50.449,64.1351,5.3311,5
"1354",1,25,4,50,43.2744,5,0.0026262037,67.532,103.3,2.9083,9
"1355",2,26,10,300,108.3924,4,0.0032417113,36.997,63.8084,5.8922,8
"1356",3,20,12,551,69.6228,2,0.0033313504,52.2774,70.8571,3.4219,9
"1357",2,18,4,50,62.7888,2,0.0033445378,43.8788,64.2814,3.2161,6
"1358",3,40,16,580,46.8714,5,0.0025489884,39.0866,80.2812,3.0078,5
"1359",4,21,6,800,50.7108,3,0.0021654532,62.9489,91.7101,4.0435,6
"1360",6,16,4,300,157.9686,8,0.0055042381,29.2745,41.8308,4.1681,11
"1361",7,21,10,730,132.4128,7,0.0046599246,16,46.5362,4.1787,9
"1362",3,22,42,900,126.7926,3,0.0036330432,46.6702,65.6578,5.5455,9
"1363",4,20,14,270,101.7864,2,0.004180122,22.569,54.6094,4.2961,4
"1364",3,17,6,450,146.9388,3,0.0027322404,44.4848,74.44,8.03,3
"1365",4,18,10,700,48.5016,2,0.0017872617,71.7863,107.8182,4.9394,6
"1366",2,19,16,400,79.2078,6,0.0033238595,52.9018,67.2754,4.0688,6
"1367",3,27,8,650,32.4942,3,0.0014434453,122.8,150.2951,3.8033,3
"1368",4,17,6,180,93.792,1,0.0038250409,40.5538,60.5496,3.2519,4
"1369",3,18,16,400,83.2962,0,0.0024537852,38.7387,65.6861,5.6592,7
"1370",2,24,36,400,47.2302,4,0.002920149,78.2338,88.5517,2.6983,7
"1371",5,16,8,700,91.9794,4,0.00266757,32.5578,66.8413,6.2937,8
"1372",6,20,6,500,149.6046,5,0.005623108,34.8292,41.5158,4.3955,10
"1373",5,29,8,365,85.7166,5,0.004241573,35.2558,55.2185,3.2649,8
"1374",6,22,20,700,144.0126,8,0.0054326519,23.7419,42.5052,4.4446,9
"1375",6,20,56,1050,144.381,1,0.0033424491,57.7405,58.9697,4.697,4
"1376",4,16,8,745,137.0124,5,0.0037354281,29.4921,51.802,6.1584,9
"1377",2,17,16,400,79.2378,3,0.0027532485,56.6483,77.4146,5.3537,7
"1378",5,19,12,1200,137.292,5,0.0042437157,42.9424,57.7617,5.1638,6
"1379",3,18,6,40,72.9252,5,0.0024430956,53.85,79.4286,5.2298,6
"1380",6,24,24,750,154.6464,6,0.0053488658,28.7874,42.8694,4.6786,9
"1381",3,22,6,400,93.1896,6,0.0025902738,43.8462,88.034,4.6766,7
"1382",7,16,28,2500,185.3424,5,0.0045052561,28.0093,44.2593,5.3333,6
"1383",4,20,4,500,84.9,5,0.0035108415,28.8128,57.4613,4.2853,7
"1384",2,24,20,1000,80.5332,3,0.0015995734,37.2766,92.3333,9.1458,4
"1385",5,17,10,780,174.2208,6,0.004453483,38.7362,45.9769,5.4971,8
"1386",7,17,6,1100,159.2238,4,0.0048328588,17.9333,36.4181,5.323,7
"1387",6,23,14,600,138.2484,4,0.0042916313,33.4461,48.2907,4.9302,9
"1388",2,18,8,250,71.3928,3,0.0020787103,82.4774,90.3023,6.2701,3
"1389",5,20,28,1500,138.5826,3,0.0034634761,23.4102,61.0374,7.016,11
"1390",2,18,20,500,96.3384,4,0.0026658188,42.8571,75.945,6.1009,7
"1391",3,19,8,50,104.874,4,0.002449254,37.3947,65.4118,7.3268,6
"1392",5,21,16,400,173.0568,3,0.0034004202,26.459,52.7154,7.2276,4
"1393",5,26,24,600,181.8264,3,0.0027369141,31.0314,57.0357,8.7232,7
"1394",4,20,10,750,137.1996,1,0.005116101,39.37,47.7706,3.7656,5
"1395",2,25,8,100,70.5,3,0.0025911098,52.8116,81.6606,4.9639,8
"1396",4,17,10,350,151.65,4,0.0041456809,44.2989,45.2149,5.6246,7
"1397",4,25,12,150,106.1208,4,0.0035063279,34.4054,52.5791,5.3805,9
"1398",3,22,6,800,110.7324,1,0.0032447779,41.8353,70.6719,6.2891,7
"1399",2,28,2,120,66.9018,2,0.0020737014,98.1099,107.6066,5.5683,5
"1400",5,27,4,500,106.5534,7,0.0035833818,31.3791,58.7005,4.8249,9
"1401",3,26,28,500,47.0802,3,0.0021744627,68.2573,101.6977,3.9419,4
"1402",4,21,6,450,103.6962,5,0.0040985058,51.027,55.6026,4.5097,8
"1403",1,27,2,250,37.7802,1,0.0025171164,60.6897,106.3771,2.8629,5
"1404",2,18,28,300,145.4184,6,0.0036746956,46.989,52.2336,5.5657,7
"1405",5,34,4,364,77.5512,7,0.0024962718,31.8431,65.8701,4.974,6
"1406",6,21,4,800,168.3252,9,0.0045405884,34.3707,45.1789,5.1565,9
"1407",3,26,20,50,57.3438,5,0.0036448429,27.775,79.0559,2.8075,6
"1408",4,20,8,700,64.2222,5,0.0022285057,26.6087,69.6774,5.129,4
"1409",6,21,20,800,178.2396,3,0.0046142656,27.3877,47.9409,6.3793,7
"1410",4,25,10,1200,76.3374,2,0.0036034246,34.5628,61.3033,3.6742,4
"1411",1,16,24,730,28.1118,5,0.0015070737,160.9535,168.9249,3.1792,3
"1412",3,17,28,700,116.5002,2,0.0034727021,38.1347,54.2388,6.0697,10
"1413",3,20,20,800,66.8904,3,0.0021887006,32.6957,72.5468,5.7626,4
"1414",5,18,2,500,140.94,5,0.0026065753,24.1951,54.1613,9.0806,5
"1415",1,27,12,450,90.4338,2,0.003121603,47.4434,78.56,5.3482,9
"1416",3,26,14,1000,77.913,0,0.0036001398,45.2652,55.3689,4.0413,6
"1417",5,17,20,700,100.3008,1,0.0032768185,63.589,55.9863,4.314,6
"1418",3,18,16,120,92.2134,6,0.0028634987,55.5353,78.0826,4.0455,7
"1419",3,18,14,730,198.3906,7,0.0034594661,20.4444,54.0354,6.9823,5
"1420",3,27,20,700,69.4854,3,0.0023696682,54.9461,85.0714,5.119,7
"1421",4,28,2,200,115.7082,5,0.002362009,33.1382,90.9798,8.668,7
"1422",1,19,16,20,65.9064,4,0.0021540683,40.3478,96.8432,5.427,7
"1423",5,19,12,500,91.7808,3,0.0035079929,29.1465,52.8608,4.2911,4
"1424",6,17,30,1200,131.8434,5,0.004640127,25.3357,42.9459,4.6841,9
"1425",3,22,10,90,43.3578,3,0.0029502937,62.7593,88.7373,2.7327,8
"1426",1,35,8,250,49.4076,4,0.0022420236,54.3226,85.4103,4.0577,3
"1427",3,22,6,250,84.7632,4,0.0032959598,53.6941,61.1261,4.2639,10
"1428",5,19,10,400,172.4688,10,0.0056177737,28.0043,42.5231,5.0829,12
"1429",5,18,10,300,111.1386,4,0.0030504714,64.1379,67.1818,5.4659,3
"1430",5,17,2,200,204.876,7,0.0041159224,44.1882,46.6145,6.0215,7
"1431",4,16,8,190,105.4776,1,0.0037000075,34.2959,59.1349,4.9924,6
"1432",4,19,8,400,82.2612,4,0.0028769482,42.7219,69.3543,5.3858,11
"1433",2,22,4,174,48.1782,3,0.0024257861,42.0313,92.35,3.8,9
"1434",6,21,28,800,65.373,0,0.0024746246,54.9402,70.1356,4.7542,4
"1435",5,16,24,730,184.503,6,0.004916559,15.2665,34.0229,6.4543,6
"1436",5,16,12,224,91.2678,10,0.0024495337,36.9939,73.494,5.241,6
"1437",6,20,28,1600,195.1986,5,0.0039308837,30.9462,41.5829,7.6631,5
"1438",4,18,6,250,123.0042,4,0.0038064731,36.6402,54.306,5.668,10
"1439",6,21,56,1500,89.8128,5,0.0038143253,50.8683,56.513,4.0576,9
"1440",3,18,16,800,98.8422,1,0.0029973417,66.3818,76.6516,4.0995,5
"1441",2,32,8,100,116.1432,7,0.0037910348,48.4706,60.0293,4.2418,6
"1442",2,18,8,26,94.5504,2,0.0026366443,40.5191,71.9087,6.7871,6
"1443",5,23,56,1200,100.1874,5,0.002965925,45.4872,71.2204,6.5623,8
"1444",4,19,6,200,90.2976,4,0.0031592403,39.6047,60.5549,4.7977,5
"1445",4,23,14,200,111.2958,5,0.0036249251,32.4309,63.8237,5.3251,8
"1446",4,17,6,650,111.8142,3,0.0031703753,54.6866,63.9405,5.8736,7
"1447",5,21,20,500,154.0044,4,0.0043234874,23.1602,42.7769,5.9256,6
"1448",3,21,20,900,116.1258,4,0.0035591391,38.3238,58.237,4.5213,5
"1449",5,24,16,1163,119.6022,3,0.0037391175,21.4264,48.806,5.5025,7
"1450",4,17,16,400,120.9438,2,0.0027237354,40.8366,79.2468,7.4221,6
"1451",1,33,6,300,52.0476,6,0.0027373068,112.9393,83.1613,2.5524,7
"1452",1,28,2,30,98.7384,1,0.0014262429,72.5806,115.746,11.0159,5
"1453",5,24,4,200,106.839,7,0.0038034865,32.1958,64.3889,4.7778,5
"1454",4,23,4,60,64.179,1,0.0027307193,46.0146,89.3398,4.0947,6
"1455",6,21,10,600,114.384,6,0.0035927094,21.5657,57.2317,5.4451,8
"1456",3,20,8,400,155.2386,7,0.0040990216,21.3289,47.5148,6.2492,6
"1457",6,19,70,600,95.0328,2,0.0037135578,47.1302,59.1646,4.1245,10
"1458",3,16,14,600,102.4686,3,0.0026972034,44.4581,69.7719,6.3202,6
"1459",5,28,10,2000,135.1194,3,0.0052384754,44.3282,38.72,4.3048,8
"1460",6,29,20,800,141.6246,5,0.004174183,16.2922,46.9347,5.7312,9
"1461",5,22,60,1000,94.8474,7,0.0029817954,32.2353,66.6667,5.6491,6
"1462",4,24,16,450,73.0608,5,0.0032948142,35.0982,63.0725,4.0435,6
"1463",2,25,4,150,119.1336,3,0.002146418,70.3913,76.043,7.7419,5
"1464",5,20,20,1260,198.7848,5,0.0041795128,32.8333,47.5429,6.8312,6
"1465",6,17,24,1350,120.0714,6,0.0040226782,29.5892,47.2349,4.4899,6
"1466",3,38,16,450,87.4404,4,0.0030762261,21.0381,63.8765,5.1686,8
"1467",5,21,10,600,103.863,1,0.0040122277,26.8647,57.7672,4.1614,6
"1468",6,18,20,800,277.3212,6,0.0069586044,16.6938,24.6326,5.1895,10
"1469",4,17,18,430,129.3624,0,0.0041671443,38.9697,48.2036,5.5131,8
"1470",4,25,20,600,156.9996,4,0.0018647738,26.0984,71.0323,10.6935,3
"1471",5,21,20,1000,106.4364,6,0.0031259648,32.75,75.4568,5.6173,3
"1472",3,19,20,500,110.001,5,0.0034719671,48.1064,67.4497,5.5979,5
"1473",6,16,36,1000,200.8446,8,0.0051504224,31.4221,40.1686,4.9222,8
"1474",6,19,20,800,202.3098,7,0.0029585799,11.3287,50.5,9.375,6
"1475",6,22,42,3000,216.8928,10,0.0059275966,15.987,31.5252,5.4325,5
"1476",4,28,20,800,81.4428,5,0.0021791147,28.8317,84.7059,6.3039,6
"1477",5,22,8,300,157.332,1,0.0037990325,33.0417,57.7716,5.8581,6
"1478",1,17,28,20,91.2876,7,0.0028779585,22,59.4126,4.9371,6
"1479",7,24,16,1250,216.6852,6,0.0056912408,21.6119,32.6225,5.0083,8
"1480",3,19,8,200,118.9374,2,0.0031405164,32.4762,57.3123,5.9684,6
"1481",2,18,10,500,127.5114,6,0.0026027048,80.8079,90.3333,5.1422,6
"1482",4,26,12,500,82.9908,3,0.0033153116,49.2093,65.6923,4.2615,4
"1483",4,30,12,730,168.7188,0,0.0028485602,30.5205,67.1091,7.0045,5
"1484",6,21,12,600,127.584,4,0.0048731843,37.2302,50.332,3.7181,9
"1485",4,21,4,100,66.3678,3,0.0027302321,46.7053,69.3462,4.2212,6
"1486",4,31,30,400,77.67,5,0.0048991075,39.1563,56.9505,2.7896,7
"1487",2,16,10,200,34.7382,5,0.0016651355,99.562,140.1149,3.6638,9
"1488",4,34,8,500,63.9402,3,0.0028872196,43.1467,73.6106,4.0752,3
"1489",4,26,6,235,80.8398,7,0.0030671128,28.9365,64.5534,4.4862,8
"1490",4,29,8,320,85.7076,9,0.0039536715,57.2141,59.0954,3.7842,10
"1491",4,25,10,600,119.9988,5,0.0027333431,35.2703,81.0201,7.4832,5
"1492",6,20,10,700,153.564,5,0.004442799,33.9916,50.4667,5.5375,6
"1493",2,26,6,50,62.0004,7,0.0024111351,59.635,104.2879,4.9015,6
"1494",5,21,20,1100,147.7992,2,0.0039260617,41.5,48.2957,5.8872,7
"1495",5,22,4,150,134.5398,6,0.0031571663,25.5724,42.1096,7.3973,3
"1496",3,16,12,300,75.3048,3,0.002737413,65.1643,89.7196,4.3879,7
"1497",3,17,4,50,101.7456,5,0.0024257307,53.2066,82.963,5.8519,5
"1498",5,23,28,2000,188.3538,4,0.0052198891,32.1445,43.5522,4.9526,8
"1499",1,27,4,100,30.9174,4,0.0026359465,70.2326,102.7222,2.2037,4
"1500",6,29,12,1000,99.9768,5,0.0040516864,44.0505,52.4901,3.9802,8
"1501",4,23,16,450,61.3698,1,0.0037661406,53.863,55.8639,2.8231,4
"1502",2,27,6,300,66.4092,1,0.0027508515,44.0964,89.1429,3.9048,5
"1503",6,25,10,900,102.8304,3,0.0016821424,50.449,78.56,9.36,6
"1504",4,19,8,400,70.9998,6,0.0026579484,58.4487,76.3834,4.7987,6
"1505",6,20,20,1000,149.13,6,0.0047432166,32.2747,48.4493,4.9699,7
"1506",6,20,24,610,248.3346,5,0.0048126951,25.8227,41.0713,6.398,7
"1507",2,22,4,350,84.2604,4,0.0032396635,23.4017,70.4199,4.9088,9
"1508",4,24,24,1000,111.0042,5,0.0027055219,35.3697,61.6145,7.3193,3
"1509",4,19,10,150,182.9292,7,0.0045539923,27.4074,44.3191,6.3035,9
"1510",3,23,12,600,110.706,5,0.003133393,43.904,66.3492,5.4365,5
"1511",6,29,20,850,176.985,8,0.0041424307,17.1389,42.9099,7.2125,9
"1512",4,29,28,800,115.4484,5,0.0031987675,20.0656,56.2449,5.9306,5
"1513",4,25,28,300,186.4248,8,0.0045928384,31.3469,42.9822,6.0331,6
"1514",6,19,24,700,137.6646,10,0.0040483806,33.1517,55.321,5.6543,5
"1515",5,23,12,300,125.7894,3,0.0045709774,36.5231,47.5701,4.6564,8
"1516",5,22,20,720,124.3374,2,0.0033040785,46.0392,67.2656,4.6406,5
"1517",5,22,42,2800,190.7448,4,0.0045187914,41.6515,53.1774,6.0189,7
"1518",4,23,12,400,80.922,10,0.0023646142,61.4951,89.5686,6.3562,9
"1519",4,16,2,7,111.3582,0,0.0025513267,64.2381,71.8118,6.2,4
"1520",4,27,16,500,119.5536,4,0.0039888648,35.4554,54.4543,4.4426,5
"1521",1,19,14,100,50.5584,4,0.0022247576,79.1688,91.1795,3.0769,2
"1522",4,26,10,600,60.1284,3,0.0028311889,61.4359,76.3234,3.7191,8
"1523",3,20,6,150,72.141,5,0.0033760972,45.9164,68.8778,3.7528,8
"1524",6,21,56,1400,142.4454,7,0.0062198369,23.9062,35.4515,3.597,7
"1525",6,22,10,730,86.3388,4,0.0032635014,28.1301,73,4.5081,4
"1526",3,20,40,160,129.2226,6,0.0046199724,40.7452,48.5469,4.0906,10
"1527",3,34,8,200,58.9332,5,0.0015776375,21.7714,84.507,6.507,6
"1528",5,17,20,700,122.451,5,0.0049014628,34.8468,47.9171,3.9197,8
"1529",5,21,10,350,77.7252,1,0.0023956776,37.5429,73.3333,5.7234,4
"1530",6,20,6,300,271.4262,7,0.0047611985,16.4125,33.5327,6.7788,9
"1531",6,16,28,2100,185.2836,5,0.0022141941,22.1192,50.4737,12.9079,3
"1532",4,25,12,280,95.754,6,0.0031873743,46.4818,71.0485,4.0655,8
"1533",3,16,56,1260,114.2112,2,0.0024213075,35.4667,62.7353,8.7426,6
"1534",2,24,20,1148,80.0532,2,0.0029276882,61.1228,76.2517,4.9231,6
"1535",3,23,4,200,92.88,4,0.0028010462,64.0633,74.2839,5.5931,9
"1536",6,20,30,1500,89.358,4,0.0034944089,38.0172,66.1943,4.2686,8
"1537",5,21,6,500,85.7514,7,0.0035178131,30.0958,70.879,4.449,7
"1538",5,21,42,1500,126.4566,5,0.0042717025,30.5521,54.0987,4.7688,5
"1539",6,20,20,50,138.3864,10,0.004702763,24.881,48.4985,4.5638,5
"1540",3,23,6,200,70.8852,1,0.0036559889,48.8328,67.9048,3.517,6
"1541",3,27,16,1000,70.8642,5,0.0028805225,33.1026,68.6115,4.3694,6
"1542",3,27,6,500,91.9074,5,0.0029518187,36.9879,71.4516,5.3992,7
"1543",5,27,10,3000,143.718,7,0.0048490365,32.6677,40.8673,4.7508,6
"1544",5,24,16,1000,292.5408,5,0.0040512284,14.4179,30.7593,9.469,9
"1545",5,22,4,730,135.0156,10,0.003666283,21.3878,44,7.0494,8
"1546",4,18,20,800,135.6042,4,0.0040747754,30.8676,41.9863,5.5991,8
"1547",5,19,16,1000,177.4884,5,0.0046782876,21.0526,41.2146,6.2352,6
"1548",6,21,8,350,128.784,4,0.0041635825,15.6607,43.7689,5.48,3
"1549",3,23,28,750,137.3856,3,0.0037002684,34.5882,51.2853,5.96,7
"1550",5,28,8,312,131.097,5,0.0036484021,36.986,44.9074,5.8843,7
"1551",1,16,56,50,49.4184,2,0.0013064424,71.1111,104.6875,6.25,6
"1552",4,16,28,850,131.3802,5,0.0033512676,46.6212,68.0136,4.7585,6
"1553",2,21,8,415,66.1422,6,0.0017817065,39.6343,128.0331,6.6851,4
"1554",4,22,2,1000,118.6578,5,0.0034458994,46.3012,55.5077,5.2423,6
"1555",4,17,4,250,83.49,4,0.0042056075,34.4407,50.2126,3.4903,7
"1556",5,18,8,120,58.101,5,0.003648836,69.2632,62.75,2.7675,11
"1557",4,26,18,936,102.1854,3,0.0040172643,40.6307,51.9669,4.0207,6
"1558",4,16,8,1000,79.2294,3,0.0033137454,35.5318,66.9467,4.09,9
"1559",6,22,42,500,176.673,10,0.0051918546,18.7338,39.9092,4.5721,8
"1560",2,23,2,100,57.9072,4,0.0026940783,50.0392,86.0194,3.9029,3
"1561",3,25,8,700,78.8676,3,0.0032336854,43.6267,75.1596,4.2128,7
"1562",4,29,20,250,155.5602,5,0.0035931331,26.8854,51.321,7.2531,8
"1563",6,18,12,420,193.3734,5,0.0027567312,21.4815,68.8589,8.2945,6
"1564",4,27,6,400,58.7016,3,0.0032967033,56.64,68.9524,3.2063,4
"1565",3,24,20,10260,76.5852,0,0.0024376879,42.948,84.634,5.9107,10
"1566",6,23,14,1000,107.454,4,0.0032085343,21.7949,55.1083,5.6242,6
"1567",2,24,36,450,85.9146,10,0.0034626039,84.6823,64.3867,4.3,7
"1568",2,23,6,600,54.366,0,0.0021953144,63.8902,90.5156,4.625,6
"1569",4,22,4,200,71.0808,3,0.0019906897,26.625,108.4923,6,4
"1570",7,23,56,2400,136.2432,10,0.0051319933,28.0987,39.9318,4.0322,10
"1571",4,19,4,200,75.7914,1,0.0026835147,83.3099,74.6526,4.4596,6
"1572",3,25,4,300,105.0876,1,0.0028701908,22.6071,76.64,6.5733,6
"1573",4,26,6,200,114.522,5,0.0034239433,35.084,63.797,5.8274,9
"1574",4,27,4,50,111.921,4,0.0031230358,31.4937,61.6101,5.5975,7
"1575",1,20,2,36,48.174,7,0.0012547801,94.7397,161.1973,4.4966,6
"1576",7,23,6,240,171.4218,7,0.0048932834,26.1969,39.7313,5.3282,7
"1577",5,27,8,1200,77.034,4,0.0023620999,36.4539,83.2676,5.162,5
"1578",4,18,14,700,154.9362,6,0.0047101934,28.5196,46.6643,5.6021,8
"1579",5,30,14,650,193.6908,6,0.0032546467,36.6303,42.0964,9.2169,5
"1580",6,23,4,450,156.501,4,0.00417545,23.7073,43.1262,6.2087,3
"1581",5,18,28,1200,136.485,3,0.0040980353,38.6796,55.4576,4.1356,6
"1582",4,24,6,550,61.953,0,0.0021178962,53.5808,84.9286,5.5595,9
"1583",3,16,10,400,118.8012,7,0.0037985639,32.9322,60.6414,5.2194,7
"1584",5,23,30,450,183.7728,6,0.0052667106,26.197,37.699,5.2042,9
"1585",5,18,24,1200,95.6406,5,0.0030196839,25.05,60,5.1605,4
"1586",3,21,20,800,107.4774,6,0.0032237136,32.6562,58.5031,5.5346,8
"1587",5,18,28,1400,139.827,2,0.0036902185,52.4885,50.3848,6.3524,9
"1588",5,24,4,200,117.6942,6,0.0028448276,35.9184,65.7374,6.5859,6
"1589",4,31,8,500,50.6712,4,0.0025249063,55.7455,92.8145,3.4434,6
"1590",5,16,20,1080,211.9662,8,0.0054274084,25.1989,38.6304,4.3696,5
"1591",6,25,20,750,149.1078,3,0.0039312367,37.0194,49.5593,5.8232,8
"1592",3,19,12,450,75.0282,4,0.0032221011,39.3939,72.3384,3.9003,7
"1593",5,18,24,1000,202.89,6,0.0039793745,30.6714,46.1268,6.1373,5
"1594",6,16,20,650,88.6158,7,0.0044145211,38.7836,53.2216,3.3371,7
"1595",4,27,4,50,46.7628,1,0.00145481,28.8254,105.3125,5.3906,3
"1596",2,17,4,300,62.4618,4,0.0029115725,49.9455,80.2534,3.7602,4
"1597",2,20,10,50,43.3884,4,0.0019657008,26.381,73.8898,4.1339,7
"1598",4,25,4,200,104.7372,6,0.0030108201,43.3107,59.2604,5.7969,9
"1599",4,27,12,80,76.35,0,0.0023077789,42.9136,79.9512,5.6463,4
"1600",6,21,42,1260,143.7696,6,0.0041708044,21.8167,45.7778,5.8532,9
"1601",5,20,8,300,123.3264,6,0.0033859822,25.1462,66.2974,5.2974,6
"1602",5,21,42,200,101.547,2,0.0040302407,27.9585,56.6759,4.6034,8
"1603",4,22,12,130,111.9282,5,0.0045747454,46.7925,54.6774,2.7984,6
"1604",6,16,8,1200,207.492,3,0.0054742161,29.5476,32.3314,5.0296,4
"1605",3,23,28,1000,91.0542,4,0.0032128376,37.2688,67.4652,4.4973,6
"1606",1,16,16,140,85.08,0,0.0018299059,28.8675,79.8571,8.0833,4
"1607",6,24,36,2000,165.2772,4,0.0049209854,32.4492,40.7131,5.5702,9
"1608",4,28,24,500,115.4178,8,0.0029424793,23.4378,64.2796,4.4355,8
"1609",4,21,20,600,113.3142,7,0.0035424887,38.7106,67.1078,5.1602,8
"1610",5,20,20,1000,175.2834,4,0.004107801,19.4848,37.4579,6.1075,9
"1611",4,22,16,250,123.7164,3,0.0043354391,38.0645,57.4857,3.5357,6
"1612",5,23,6,700,196.7874,7,0.0043403239,25.5706,43.4495,5.8746,7
"1613",5,24,6,150,99.8502,6,0.0042214235,35.5822,56.3016,3.9313,10
"1614",4,18,14,1000,143.682,7,0.0036606945,31.7455,62.3323,5.864,7
"1615",3,18,24,123,81.8724,3,0.0037277874,53.6,68.4511,3.5188,6
"1616",3,25,10,180,88.8012,5,0.0034521021,72.1973,60.5,3.7232,8
"1617",3,16,8,500,127.0608,3,0.0024267133,28.2731,70.656,8.432,8
"1618",4,27,4,600,95.0778,1,0.0031066503,43.2059,64.9524,5.3956,8
"1619",5,25,16,950,66.5952,2,0.0027825753,48.6916,70.2184,4.2787,8
"1620",2,24,6,200,94.8258,3,0.0027417897,61.9945,77.8901,6.1071,6
"1621",3,16,16,6000,153.801,4,0.0037723828,23.4107,48.0711,7.0044,7
"1622",4,23,12,450,142.5444,6,0.0027661929,33.0233,54.2462,8.2462,5
"1623",4,18,10,800,90.6954,1,0.0030917959,26.7547,68.8451,5.4789,7
"1624",2,24,6,300,71.9574,4,0.0030813781,46.8871,72.7068,4.4498,6
"1625",6,16,42,2000,231.042,6,0.0046993983,24.9773,36.102,5.9093,8
"1626",3,23,12,150,140.796,3,0.0045283019,27.3389,44.8267,5.0783,6
"1627",4,19,14,1260,166.6032,5,0.0033254373,32.5688,63.4521,8.0046,6
"1628",3,19,12,500,46.9446,5,0.0019760893,69.1572,127.5,4.2625,2
"1629",3,34,12,650,43.8894,10,0.0019861831,72.5965,107.1304,3.9913,5
"1630",5,17,20,450,176.793,4,0.0042385619,21.1388,37.2766,6.5142,4
"1631",6,19,20,2500,125.118,5,0.0042696132,29.3526,51.2277,4.1124,6
"1632",2,30,8,600,72.9954,5,0.0035213091,46.0221,66.4706,3.625,7
"1633",3,25,4,200,81.8118,2,0.0027135384,37.629,66.3604,5.527,6
"1634",5,21,14,750,83.2566,3,0.0030941409,36.086,64.8936,4.4255,4
"1635",4,24,20,1000,109.5102,7,0.0029488109,34.3377,66.0712,6.7638,8
"1636",4,26,4,190,79.2948,3,0.0035549704,39.6381,65.5,4.2269,7
"1637",5,19,24,1500,90.435,4,0.0038584353,35.5692,52.705,4.1303,9
"1638",2,17,70,1000,87.9894,4,0.0028875552,31.9606,66.6471,5.1422,6
"1639",5,25,8,2671,128.8782,7,0.0039934939,31.0244,53.8359,4.69,10
"1640",5,25,28,1300,132.0822,6,0.0020267275,31.0236,65.25,11.7266,8
"1641",5,17,6,400,140.6124,10,0.0035249787,28.3228,52.1149,7.3563,8
"1642",1,18,20,80,41.8968,10,0.0016637731,63,145.0435,3.913,6
"1643",3,17,10,50,115.2984,6,0.0040093596,34.4605,57.4295,3.8656,6
"1644",5,18,28,750,98.2458,2,0.0042712508,45.9307,54.2815,3.8321,6
"1645",3,31,8,500,104.0358,5,0.0030734741,33.8898,66.6196,5.9176,7
"1646",3,22,28,730,128.1648,7,0.004592071,30.7782,45.4,5.0375,4
"1647",4,24,10,336,83.2626,1,0.0023312319,32.2857,72.169,6.2535,3
"1648",2,30,4,500,59.1138,3,0.0023600569,72.3838,87.9196,4.2362,6
"1649",5,25,10,700,127.887,5,0.0044009571,46.9684,52.0097,4.8519,9
"1650",5,25,2,300,144.3894,3,0.0031681451,25.9894,63.7895,6.1421,6
"1651",5,20,28,800,225.9846,10,0.0023646303,28.3704,60.844,8.6055,6
"1652",6,17,42,1500,181.5948,6,0.0063276487,25.4046,31.0061,4.1311,7
"1653",5,22,14,450,141.6672,4,0.0044493271,29.3746,43.2469,5.3395,7
"1654",3,30,6,250,104.853,4,0.0023096616,14.0488,73.0602,8.0241,5
"1655",6,20,20,830,152.1852,5,0.0033964009,61.6421,64.3979,5.0733,5
"1656",6,17,10,500,109.6176,4,0.0037985819,26.9155,46.0211,4.5825,7
"1657",3,26,10,300,88.8702,5,0.0029752494,50.431,66.57,5.1377,7
